21	0	3	
31	0	2	
36	0	1	
55	0	0	
80	0	2	
107	0	3	
116	0	2	
125	0	0	
143	0	0	
147	0	3	
150	0	1	
154	0	1	
175	0	1	
182	0	0	
200	0	2	
232	0	1	
237	0	0	
243	0	0	
248	0	2	
253	0	1	
254	0	0	
257	0	2	
258	0	1	
263	0	2	
280	0	2	
300	0	2	
306	0	2	
308	0	2	
315	0	2	
336	0	2	
344	0	2	
370	0	2	
388	0	2	
400	0	2	
401	0	2	
443	0	2	
455	0	2	
461	0	2	
475	0	2	
483	0	2	
498	0	2	
508	0	2	
525	0	1	
538	0	2	
541	0	2	
544	0	2	
552	0	2	
560	0	2	
567	0	2	
574	0	2	
581	0	2	
592	0	2	
594	0	2	
597	0	2	
600	0	2	
602	0	1	
615	0	2	
633	0	2	
653	0	2	
662	0	2	
663	0	2	
678	0	2	
686	0	1	
695	0	2	
701	0	2	
702	0	2	
735	0	2	
752	0	2	
764	0	2	
765	0	2	
809	0	2	
812	0	2	
824	0	2	
868	0	2	
871	0	2	
872	0	2	
896	0	2	
900	0	2	
905	0	2	
918	0	2	
921	0	2	
939	0	2	
942	0	2	
943	0	2	
944	0	2	
974	0	1	
980	0	2	
983	0	2	
984	0	1	
989	0	2	
1025	0	2	
1028	0	2	
1031	0	2	
1032	0	2	
1035	0	2	
1050	0	2	
1064	0	2	
1075	0	2	
1083	0	2	
1092	0	2	
1097	0	2	
1111	0	2	
1121	0	3	
1122	0	3	
1123	0	1	
1131	0	2	
1147	0	2	
1153	0	2	
1169	0	3	
1172	0	2	
1177	0	3	
1183	0	3	
1185	0	3	
1194	0	3	
1197	0	3	
1213	0	3	
1233	0	3	
1237	0	3	
1242	0	2	
1260	0	3	
1267	0	3	
1274	0	3	
1302	0	0	
1315	0	2	
1321	0	0	
1341	0	1	
1355	0	0	
1356	0	0	
1357	0	0	
1359	0	0	
1368	0	1	
1381	0	0	
1404	0	0	
1408	0	1	
1417	0	0	
1420	0	0	
1426	0	0	
1429	0	0	
1438	0	0	
1443	0	3	
1449	0	0	
1450	0	0	
1454	0	1	
1463	0	3	
1466	0	3	
1476	0	1	
1480	0	0	
1482	0	0	
1499	0	2	
1517	0	0	
1525	0	0	
1548	0	0	
1549	0	2	
1553	0	1	
1554	0	0	
1579	0	3	
1581	0	1	
1588	0	3	
1597	0	2	
1634	0	3	
1640	0	3	
1644	0	3	
1650	0	2	
1653	0	1	
1656	0	2	
1659	0	2	
1683	0	3	
1693	0	0	
1705	0	1	
1720	0	2	
1727	0	0	
1731	0	3	
1733	0	1	
1734	0	1	
1754	0	3	
1757	0	2	
1758	0	0	
1762	0	0	
1787	0	3	
1800	0	0	
1808	0	0	
1809	0	3	
1838	0	0	
1845	0	3	
1850	0	0	
1854	0	3	
1865	0	3	
1880	0	3	
1882	0	1	
1897	0	3	
1910	0	0	
1912	0	3	
1916	0	2	
1947	0	0	
1962	0	0	
1967	0	0	
1971	0	0	
1981	0	2	
1982	0	0	
1984	0	1	
1995	0	1	
1997	0	0	
2025	0	0	
2027	0	0	
2028	0	3	
2048	0	0	
2053	0	1	
2062	0	0	
2065	0	0	
2075	0	0	
2080	0	0	
2089	0	0	
2103	0	0	
2120	0	2	
2121	0	0	
2127	0	0	
2135	0	0	
2137	0	1	
2148	0	0	
2159	0	0	
2164	0	0	
2167	0	1	
2179	0	1	
2188	0	3	
2194	0	2	
2210	0	3	
2230	0	0	
2231	0	3	
2245	0	0	
2253	0	0	
2255	0	0	
2268	0	1	
2275	0	0	
2284	0	3	
2294	0	3	
2305	0	3	
2306	0	3	
2307	0	1	
2324	0	0	
2340	0	0	
2342	0	3	
2347	0	1	
2357	0	3	
2375	0	3	
2381	0	3	
2390	0	3	
2396	0	3	
2399	0	1	
2444	0	3	
2472	0	1	
2479	0	1	
2482	0	3	
2485	0	2	
2505	0	3	
2523	0	0	
2533	0	1	
2535	0	0	
2554	0	3	
2578	0	0	
2599	0	1	
2608	0	3	
2612	0	2	
2623	0	1	
2629	0	0	
2633	0	3	
2644	0	3	
2669	0	0	
2711	0	1	
2726	0	0	
2732	0	0	
2739	0	0	
2741	0	0	
2755	0	0	
2783	0	3	
2791	0	0	
2792	0	1	
2804	0	3	
2806	0	1	
2813	0	1	
2817	0	1	
2823	0	1	
2828	0	2	
2829	0	3	
2838	0	2	
2840	0	2	
2844	0	1	
2856	0	2	
2862	0	2	
2880	0	3	
2886	0	3	
2887	0	3	
2891	0	3	
2912	0	2	
2918	0	1	
2933	0	1	
2934	0	0	
2940	0	0	
2950	0	0	
2955	0	0	
2956	0	0	
2958	0	3	
2965	0	0	
2971	0	0	
2972	0	0	
2973	0	0	
2981	0	3	
2993	0	3	
3006	0	1	
3023	0	1	
3027	0	0	
3029	0	0	
3040	0	3	
3043	0	0	
3058	0	0	
3059	0	0	
3072	0	2	
3074	0	0	
3080	0	3	
3090	0	1	
3105	0	3	
3107	0	2	
3150	0	0	
3162	0	1	
3173	0	0	
3185	0	0	
3188	0	0	
3196	0	0	
3197	0	0	
3198	0	0	
3209	0	0	
3255	0	1	
3275	0	1	
3281	0	1	
3295	0	2	
3302	0	2	
3333	0	2	
3335	0	1	
3340	0	3	
3341	0	1	
3346	0	1	
3375	0	2	
3396	0	2	
3404	0	2	
3429	0	2	
3430	0	2	
3442	0	2	
3460	0	1	
3469	0	3	
3476	0	3	
3484	0	0	
3489	0	3	
3500	0	1	
3502	0	1	
3515	0	2	
3516	0	1	
3530	0	1	
3539	0	1	
3550	0	1	
3570	0	1	
3586	0	1	
3621	0	3	
3624	0	3	
3632	0	0	
3635	0	3	
3655	0	0	
3660	0	0	
3676	0	3	
3678	0	3	
3687	0	3	
3708	0	3	
3729	0	3	
3730	0	3	
3735	0	3	
3755	0	3	
3762	0	3	
3764	0	3	
3771	0	3	
3784	0	3	
3792	0	3	
3805	0	3	
3841	0	3	
3855	0	3	
3856	0	3	
3863	0	3	
3886	0	3	
3897	0	0	
3900	0	0	
3920	0	0	
3922	0	0	
3943	0	0	
3945	0	0	
3950	0	0	
3964	0	0	
3969	0	0	
3970	0	1	
3972	0	0	
3980	0	0	
3983	0	0	
4033	0	0	
4048	0	0	
