3	0	0	
35	0	0	
43	0	0	
47	0	1	
48	0	1	
82	0	0	
105	0	0	
122	0	0	
174	0	0	
178	0	0	
180	0	0	
214	0	0	
223	0	1	
227	0	1	
229	0	0	
232	0	0	
247	0	0	
248	0	0	
250	0	0	
255	0	1	
272	0	0	
273	0	0	
277	0	0	
284	0	0	
308	0	0	
311	0	0	
313	0	2	
329	0	2	
337	0	1	
339	0	0	
384	0	1	
397	0	1	
399	0	1	
419	0	0	
426	0	0	
432	0	0	
440	0	0	
474	0	0	
480	0	0	
488	0	0	
493	0	2	
495	0	0	
499	0	2	
515	0	1	
520	0	2	
531	0	0	
551	0	0	
581	0	2	
584	0	2	
588	0	1	
597	0	2	
601	0	0	
621	0	0	
625	0	1	
642	0	2	
656	0	1	
658	0	2	
668	0	1	
688	0	0	
698	0	0	
699	0	1	
703	0	0	
711	0	1	
714	0	2	
724	0	2	
725	0	0	
728	0	1	
732	0	1	
743	0	0	
748	0	1	
768	0	1	
778	0	2	
797	0	1	
804	0	0	
826	0	2	
844	0	2	
859	0	1	
887	0	0	
894	0	1	
912	0	0	
940	0	2	
943	0	1	
951	0	1	
952	0	2	
961	0	2	
970	0	1	
978	0	1	
1014	0	2	
1023	0	0	
1027	0	0	
1033	0	0	
1039	0	1	
1043	0	2	
1045	0	0	
1049	0	1	
1055	0	2	
1069	0	0	
1080	0	2	
1081	0	1	
1106	0	1	
1108	0	0	
1111	0	0	
1112	0	0	
1135	0	1	
1159	0	2	
1202	0	2	
1248	0	0	
1269	0	2	
1276	0	1	
1305	0	1	
1324	0	2	
1334	0	0	
1349	0	0	
1356	0	2	
1358	0	2	
1367	0	1	
1373	0	2	
1392	0	1	
1399	0	1	
1410	0	0	
1413	0	0	
1421	0	2	
1434	0	1	
1450	0	2	
1451	0	0	
1466	0	1	
1475	0	1	
1480	0	0	
1504	0	0	
1528	0	0	
1532	0	2	
1585	0	2	
1620	0	1	
1629	0	2	
1640	0	1	
1644	0	2	
1645	0	2	
1653	0	2	
1669	0	2	
1674	0	0	
1676	0	2	
1681	0	0	
1695	0	2	
1699	0	0	
1715	0	2	
1726	0	2	
1739	0	1	
1767	0	1	
1769	0	0	
1778	0	2	
1794	0	1	
1804	0	1	
1814	0	1	
1820	0	0	
1826	0	0	
1834	0	1	
1841	0	1	
1848	0	2	
1849	0	0	
1850	0	1	
1859	0	1	
1866	0	2	
1883	0	2	
1892	0	1	
1895	0	1	
1896	0	1	
1916	0	2	
1917	0	2	
1927	0	1	
1940	0	2	
1941	0	1	
1958	0	1	
1982	0	2	
1993	0	1	
1995	0	2	
2008	0	1	
2014	0	0	
2016	0	2	
2032	0	1	
2034	0	2	
2041	0	1	
2042	0	0	
2051	0	0	
2071	0	1	
2075	0	1	
2104	0	0	
2112	0	0	
2116	0	0	
2122	0	1	
2136	0	2	
2145	0	0	
2153	0	1	
2154	0	1	
2159	0	0	
2177	0	1	
2182	0	1	
2190	0	2	
2191	0	1	
2203	0	2	
2215	0	0	
2218	0	1	
2228	0	2	
2240	0	1	
2259	0	2	
2268	0	1	
2276	0	1	
2294	0	1	
2300	0	1	
2318	0	2	
2319	0	2	
2320	0	2	
2335	0	1	
2346	0	2	
2350	0	2	
2352	0	2	
2355	0	0	
2356	0	1	
2366	0	2	
2370	0	0	
2379	0	0	
2394	0	2	
2396	0	0	
2397	0	2	
2420	0	1	
2430	0	1	
2442	0	0	
2446	0	2	
2448	0	0	
2455	0	0	
2458	0	2	
2479	0	2	
2482	0	1	
2499	0	2	
2503	0	2	
2515	0	2	
2523	0	2	
2529	0	0	
2566	0	2	
2576	0	2	
2592	0	2	
2594	0	0	
2597	0	1	
2602	0	1	
2613	0	1	
2620	0	1	
2628	0	2	
2632	0	1	
2636	0	0	
2667	0	2	
2693	0	1	
2711	0	1	
2727	0	2	
2728	0	2	
2749	0	1	
2793	0	2	
2815	0	0	
2821	0	2	
2824	0	2	
2844	0	2	
2871	0	2	
2883	0	1	
2897	0	2	
2917	0	1	
2926	0	2	
2945	0	0	
2948	0	2	
2955	0	2	
2969	0	1	
2992	0	2	
2999	0	1	
3009	0	0	
3013	0	2	
3022	0	1	
3034	0	2	
3047	0	2	
3074	0	2	
3076	0	1	
3085	0	1	
3096	0	1	
3128	0	1	
3142	0	1	
3146	0	1	
3164	0	2	
3167	0	1	
3168	0	2	
3176	0	2	
3184	0	1	
3188	0	1	
3225	0	0	
3244	0	1	
3250	0	1	
3253	0	1	
3254	0	2	
3257	0	1	
3260	0	1	
3267	0	1	
3268	0	2	
3273	0	2	
3280	0	1	
3285	0	1	
3289	0	2	
3312	0	0	
3325	0	1	
3331	0	2	
3333	0	2	
3335	0	2	
3343	0	2	
3360	0	1	
3367	0	2	
3370	0	2	
3372	0	1	
3376	0	2	
3380	0	2	
3402	0	0	
3410	0	2	
3413	0	2	
3414	0	1	
3422	0	1	
3435	0	1	
3443	0	2	
3444	0	1	
3449	0	2	
3457	0	1	
3465	0	1	
3482	0	2	
3505	0	1	
3543	0	1	
3551	0	2	
3572	0	1	
3576	0	2	
3581	0	1	
3618	0	2	
3619	0	0	
3624	0	1	
3633	0	0	
3641	0	2	
3658	0	1	
3659	0	1	
3674	0	1	
3675	0	1	
3681	0	0	
3684	0	2	
3695	0	1	
3699	0	1	
3700	0	1	
3713	0	1	
3728	0	1	
3749	0	2	
3765	0	1	
3778	0	2	
3813	0	1	
3820	0	1	
3824	0	1	
3827	0	1	
3854	0	0	
3858	0	2	
3861	0	1	
3877	0	2	
3881	0	0	
3884	0	1	
3889	0	2	
3891	0	2	
3899	0	1	
3921	0	2	
3927	0	0	
3955	0	2	
3970	0	1	
3977	0	2	
3981	0	2	
4005	0	2	
4020	0	2	
4029	0	1	
4032	0	1	
4040	0	2	
4045	0	1	
4074	0	1	
4083	0	2	
4089	0	2	
4092	0	0	
4113	0	1	
4120	0	2	
4147	0	1	
4151	0	1	
4154	0	1	
4155	0	1	
4167	0	1	
4178	0	1	
4195	0	2	
4199	0	1	
4203	0	2	
4207	0	0	
4212	0	1	
4219	0	2	
4221	0	1	
4235	0	1	
4253	0	1	
4258	0	1	
4262	0	2	
4266	0	2	
4272	0	0	
